split_id,split_strategy,repeat_index,fold_index,stratified_split,instance_name,selected_solver,true_best_solver,prediction_correct,selected_solver_objective,best_possible_objective,single_best_solver,single_best_solver_objective,selected_objective_for_scoring,single_best_objective_for_scoring,regret_vs_virtual_best,delta_vs_single_best,improvement_vs_single_best
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_easy_07t_double_seed43_0085,cpsat_round_robin,cpsat_round_robin,True,14.0,14.0,cpsat_round_robin,14.0,14.0,14.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_easy_07t_double_seed44_0163,cpsat_round_robin,cpsat_round_robin,True,14.0,14.0,cpsat_round_robin,14.0,14.0,14.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_easy_08t_single_seed42_0028,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_easy_08t_single_seed43_0073,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_easy_08t_single_seed43_0088,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_easy_08t_single_seed44_0130,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_12t_single_seed42_0003,cpsat_round_robin,cpsat_round_robin,True,11.0,11.0,cpsat_round_robin,11.0,11.0,11.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_12t_single_seed43_0090,cpsat_round_robin,cpsat_round_robin,True,11.0,11.0,cpsat_round_robin,11.0,11.0,11.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_12t_single_seed44_0123,cpsat_round_robin,cpsat_round_robin,True,11.0,11.0,cpsat_round_robin,11.0,11.0,11.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_12t_single_seed44_0150,cpsat_round_robin,cpsat_round_robin,True,11.0,11.0,cpsat_round_robin,11.0,11.0,11.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_13t_double_seed43_0066,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_13t_single_seed43_0117,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_13t_single_seed44_0177,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_14t_double_seed44_0129,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_14t_double_seed44_0180,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_16t_double_seed44_0138,cpsat_round_robin,cpsat_round_robin,True,30.0,30.0,cpsat_round_robin,30.0,30.0,30.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_16t_single_seed43_0099,cpsat_round_robin,cpsat_round_robin,True,15.0,15.0,cpsat_round_robin,15.0,15.0,15.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_17t_double_seed43_0102,cpsat_round_robin,cpsat_round_robin,True,34.0,34.0,cpsat_round_robin,34.0,34.0,34.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_17t_double_seed44_0162,cpsat_round_robin,cpsat_round_robin,True,34.0,34.0,cpsat_round_robin,34.0,34.0,34.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_17t_single_seed43_0081,cpsat_round_robin,cpsat_round_robin,True,17.0,17.0,cpsat_round_robin,17.0,17.0,17.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_17t_single_seed44_0141,cpsat_round_robin,cpsat_round_robin,True,17.0,17.0,cpsat_round_robin,17.0,17.0,17.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_18t_double_seed44_0165,cpsat_round_robin,cpsat_round_robin,True,34.0,34.0,cpsat_round_robin,34.0,34.0,34.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_19t_double_seed42_0027,cpsat_round_robin,cpsat_round_robin,True,38.0,38.0,cpsat_round_robin,38.0,38.0,38.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_hard_19t_single_seed44_0168,cpsat_round_robin,cpsat_round_robin,True,19.0,19.0,cpsat_round_robin,19.0,19.0,19.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_08t_single_seed42_0044,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_08t_single_seed43_0062,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_09t_single_seed43_0068,cpsat_round_robin,cpsat_round_robin,True,9.0,9.0,cpsat_round_robin,9.0,9.0,9.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_09t_single_seed44_0128,cpsat_round_robin,cpsat_round_robin,True,9.0,9.0,cpsat_round_robin,9.0,9.0,9.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_10t_double_seed44_0131,cpsat_round_robin,cpsat_round_robin,True,18.0,18.0,cpsat_round_robin,18.0,18.0,18.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_10t_single_seed42_0026,cpsat_round_robin,cpsat_round_robin,True,9.0,9.0,cpsat_round_robin,9.0,9.0,9.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_10t_single_seed43_0086,cpsat_round_robin,cpsat_round_robin,True,9.0,9.0,cpsat_round_robin,9.0,9.0,9.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_11t_double_seed42_0053,cpsat_round_robin,cpsat_round_robin,True,22.0,22.0,cpsat_round_robin,22.0,22.0,22.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_11t_double_seed44_0149,cpsat_round_robin,cpsat_round_robin,True,22.0,22.0,cpsat_round_robin,22.0,22.0,22.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_11t_double_seed44_0173,cpsat_round_robin,cpsat_round_robin,True,22.0,22.0,cpsat_round_robin,22.0,22.0,22.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_12t_single_seed43_0092,cpsat_round_robin,cpsat_round_robin,True,11.0,11.0,cpsat_round_robin,11.0,11.0,11.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_13t_double_seed42_0059,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_13t_double_seed43_0119,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_13t_double_seed44_0155,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_13t_single_seed42_0038,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_13t_single_seed44_0134,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_14t_double_seed42_0041,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_14t_double_seed44_0161,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f01,repeated_stratified_kfold,1,1,False,synthetic_study_medium_14t_single_seed44_0158,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_04t_single_seed42_0049,cpsat_round_robin,cpsat_round_robin,True,3.0,3.0,cpsat_round_robin,3.0,3.0,3.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_04t_single_seed43_0091,cpsat_round_robin,cpsat_round_robin,True,3.0,3.0,cpsat_round_robin,3.0,3.0,3.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_04t_single_seed44_0151,cpsat_round_robin,cpsat_round_robin,True,3.0,3.0,cpsat_round_robin,3.0,3.0,3.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_05t_double_seed43_0094,cpsat_round_robin,cpsat_round_robin,True,10.0,10.0,cpsat_round_robin,10.0,10.0,10.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_05t_single_seed42_0001,cpsat_round_robin,cpsat_round_robin,True,5.0,5.0,cpsat_round_robin,5.0,5.0,5.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_06t_single_seed42_0022,cpsat_round_robin,cpsat_round_robin,True,5.0,5.0,cpsat_round_robin,5.0,5.0,5.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_06t_single_seed42_0037,cpsat_round_robin,cpsat_round_robin,True,5.0,5.0,cpsat_round_robin,5.0,5.0,5.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_06t_single_seed43_0097,cpsat_round_robin,cpsat_round_robin,True,5.0,5.0,cpsat_round_robin,5.0,5.0,5.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_06t_single_seed44_0124,cpsat_round_robin,cpsat_round_robin,True,5.0,5.0,cpsat_round_robin,5.0,5.0,5.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_07t_double_seed43_0067,cpsat_round_robin,cpsat_round_robin,True,14.0,14.0,cpsat_round_robin,14.0,14.0,14.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_07t_double_seed43_0103,cpsat_round_robin,cpsat_round_robin,True,14.0,14.0,cpsat_round_robin,14.0,14.0,14.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_07t_double_seed44_0127,cpsat_round_robin,cpsat_round_robin,True,14.0,14.0,cpsat_round_robin,14.0,14.0,14.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_07t_single_seed42_0058,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_07t_single_seed44_0178,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_08t_single_seed43_0070,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_easy_08t_single_seed44_0148,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_12t_single_seed42_0030,cpsat_round_robin,cpsat_round_robin,True,11.0,11.0,cpsat_round_robin,11.0,11.0,11.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_13t_double_seed42_0009,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_13t_double_seed43_0069,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_14t_double_seed42_0033,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_14t_single_seed42_0012,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_14t_single_seed43_0072,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_14t_single_seed44_0132,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_15t_double_seed43_0075,cpsat_round_robin,cpsat_round_robin,True,30.0,30.0,cpsat_round_robin,30.0,30.0,30.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_15t_double_seed44_0135,cpsat_round_robin,cpsat_round_robin,True,30.0,30.0,cpsat_round_robin,30.0,30.0,30.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_16t_double_seed42_0018,cpsat_round_robin,cpsat_round_robin,True,30.0,30.0,cpsat_round_robin,30.0,30.0,30.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_16t_single_seed42_0039,cpsat_round_robin,cpsat_round_robin,True,15.0,15.0,cpsat_round_robin,15.0,15.0,15.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_16t_single_seed44_0159,cpsat_round_robin,cpsat_round_robin,True,15.0,15.0,cpsat_round_robin,15.0,15.0,15.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_17t_double_seed42_0042,cpsat_round_robin,cpsat_round_robin,True,34.0,34.0,cpsat_round_robin,34.0,34.0,34.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_18t_double_seed42_0024,cpsat_round_robin,cpsat_round_robin,True,34.0,34.0,cpsat_round_robin,34.0,34.0,34.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_18t_double_seed42_0045,cpsat_round_robin,cpsat_round_robin,True,34.0,34.0,cpsat_round_robin,34.0,34.0,34.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_18t_double_seed43_0105,cpsat_round_robin,cpsat_round_robin,True,34.0,34.0,cpsat_round_robin,34.0,34.0,34.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_19t_double_seed43_0087,cpsat_round_robin,cpsat_round_robin,True,38.0,38.0,cpsat_round_robin,38.0,38.0,38.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_20t_double_seed42_0051,cpsat_round_robin,cpsat_round_robin,True,39.0,39.0,cpsat_round_robin,39.0,39.0,39.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_20t_double_seed42_0054,cpsat_round_robin,cpsat_round_robin,True,38.0,38.0,cpsat_round_robin,38.0,38.0,38.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_20t_double_seed43_0111,cpsat_round_robin,cpsat_round_robin,True,39.0,39.0,cpsat_round_robin,39.0,39.0,39.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_hard_20t_double_seed44_0174,cpsat_round_robin,cpsat_round_robin,True,38.0,38.0,cpsat_round_robin,38.0,38.0,38.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_08t_double_seed43_0065,cpsat_round_robin,cpsat_round_robin,True,14.0,14.0,cpsat_round_robin,14.0,14.0,14.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_08t_double_seed44_0125,cpsat_round_robin,cpsat_round_robin,True,14.0,14.0,cpsat_round_robin,14.0,14.0,14.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_08t_single_seed43_0104,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_08t_single_seed44_0164,cpsat_round_robin,cpsat_round_robin,True,7.0,7.0,cpsat_round_robin,7.0,7.0,7.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_09t_double_seed42_0023,cpsat_round_robin,cpsat_round_robin,True,18.0,18.0,cpsat_round_robin,18.0,18.0,18.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_09t_double_seed42_0047,cpsat_round_robin,cpsat_round_robin,True,18.0,18.0,cpsat_round_robin,18.0,18.0,18.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_09t_double_seed43_0083,cpsat_round_robin,cpsat_round_robin,True,18.0,18.0,cpsat_round_robin,18.0,18.0,18.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_09t_double_seed44_0167,cpsat_round_robin,cpsat_round_robin,True,18.0,18.0,cpsat_round_robin,18.0,18.0,18.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_10t_double_seed43_0071,cpsat_round_robin,cpsat_round_robin,True,18.0,18.0,cpsat_round_robin,18.0,18.0,18.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_10t_single_seed43_0110,cpsat_round_robin,cpsat_round_robin,True,9.0,9.0,cpsat_round_robin,9.0,9.0,9.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_10t_single_seed44_0146,cpsat_round_robin,cpsat_round_robin,True,9.0,9.0,cpsat_round_robin,9.0,9.0,9.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_11t_double_seed43_0089,cpsat_round_robin,cpsat_round_robin,True,22.0,22.0,cpsat_round_robin,22.0,22.0,22.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_11t_double_seed43_0113,cpsat_round_robin,cpsat_round_robin,True,22.0,22.0,cpsat_round_robin,22.0,22.0,22.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_12t_single_seed42_0032,cpsat_round_robin,cpsat_round_robin,True,11.0,11.0,cpsat_round_robin,11.0,11.0,11.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_12t_single_seed42_0056,cpsat_round_robin,cpsat_round_robin,True,11.0,11.0,cpsat_round_robin,11.0,11.0,11.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_12t_single_seed43_0116,cpsat_round_robin,cpsat_round_robin,True,11.0,11.0,cpsat_round_robin,11.0,11.0,11.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_13t_double_seed43_0095,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_13t_single_seed42_0014,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_13t_single_seed43_0074,cpsat_round_robin,cpsat_round_robin,True,13.0,13.0,cpsat_round_robin,13.0,13.0,13.0,0.0,0.0,-0.0
plain_cv_r01_f02,repeated_stratified_kfold,1,2,False,synthetic_study_medium_14t_double_seed42_0017,cpsat_round_robin,cpsat_round_robin,True,26.0,26.0,cpsat_round_robin,26.0,26.0,26.0,0.0,0.0,-0.0
