benchmark_seed,instance_name,num_teams,num_slots,num_constraints,teams_is_even,estimated_minimum_slots,slot_pressure,slot_surplus,num_hard_constraints,num_soft_constraints,num_unclassified_constraints,num_constraints_missing_category,num_constraints_missing_tag,num_constraints_missing_type,ratio_hard_to_all,ratio_soft_to_all,ratio_unclassified_to_all,constraints_per_team,constraints_per_slot,constraints_per_team_slot,number_of_constraint_categories,number_of_constraint_tags,number_of_constraint_types,ratio_constraint_categories_to_constraints,ratio_constraint_tags_to_constraints,ratio_constraint_types_to_constraints,objective_present,objective_name,objective_sense,objective_is_minimization,objective_is_maximization,best_solver,objective_cpsat_round_robin,objective_random_baseline,objective_simulated_annealing_baseline,objective_timefold
42,synthetic_study_easy_04t_single_seed44_0169,4,4,5,True,3,0.75,1,2,3,0,0,0,0,0.4,0.6,0.0,1.25,1.25,0.3125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,3.0,21.639427,3.0,
42,synthetic_study_easy_05t_double_seed42_0034,5,12,6,False,10,0.8333333333333334,2,3,3,0,0,0,0,0.5,0.5,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,10.0,66.639427,,
42,synthetic_study_easy_05t_double_seed42_0052,5,12,6,False,10,0.8333333333333334,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,10.0,66.639427,,
42,synthetic_study_easy_05t_double_seed43_0094,5,12,6,False,10,0.8333333333333334,2,3,3,0,0,0,0,0.5,0.5,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,10.0,66.639427,,
42,synthetic_study_easy_05t_double_seed43_0112,5,12,6,False,10,0.8333333333333334,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,10.0,66.639427,,
42,synthetic_study_easy_05t_double_seed44_0136,5,12,4,False,10,0.8333333333333334,2,2,2,0,0,0,0,0.5,0.5,0.0,0.8,0.3333333333333333,0.0666666666666666,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,10.0,64.639427,,
42,synthetic_study_easy_05t_double_seed44_0154,5,12,6,False,10,0.8333333333333334,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,10.0,66.639427,,
42,synthetic_study_easy_05t_double_seed44_0172,5,12,6,False,10,0.8333333333333334,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,10.0,66.639427,,
42,synthetic_study_easy_05t_single_seed42_0001,5,5,3,False,5,1.0,0,2,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.6,0.6,0.12,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,28.639427,5.0,
42,synthetic_study_easy_05t_single_seed42_0019,5,6,3,False,5,0.8333333333333334,1,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.5,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,33.639427,5.0,
42,synthetic_study_easy_05t_single_seed43_0061,5,5,3,False,5,1.0,0,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.6,0.12,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,28.639427,5.0,
42,synthetic_study_easy_05t_single_seed43_0079,5,6,3,False,5,0.8333333333333334,1,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.5,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,33.639427,5.0,
42,synthetic_study_easy_05t_single_seed44_0121,5,5,3,False,5,1.0,0,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.6,0.12,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,28.639427,5.0,
42,synthetic_study_easy_05t_single_seed44_0139,5,6,3,False,5,0.8333333333333334,1,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.5,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,33.639427,5.0,
42,synthetic_study_easy_06t_single_seed42_0004,6,5,3,True,5,1.0,0,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.6,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,33.639427,5.0,
42,synthetic_study_easy_06t_single_seed42_0022,6,7,4,True,5,0.7142857142857143,2,2,2,0,0,0,0,0.5,0.5,0.0,0.6666666666666666,0.5714285714285714,0.0952380952380952,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,46.639427,5.0,
42,synthetic_study_easy_06t_single_seed42_0037,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,36.639427,5.0,
42,synthetic_study_easy_06t_single_seed42_0040,6,6,7,True,5,0.8333333333333334,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.1666666666666667,1.1666666666666667,0.1944444444444444,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,43.639427,5.0,
42,synthetic_study_easy_06t_single_seed42_0055,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,36.639427,5.0,
42,synthetic_study_easy_06t_single_seed43_0064,6,5,3,True,5,1.0,0,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.6,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,33.639427,5.0,
42,synthetic_study_easy_06t_single_seed43_0082,6,7,4,True,5,0.7142857142857143,2,1,3,0,0,0,0,0.25,0.75,0.0,0.6666666666666666,0.5714285714285714,0.0952380952380952,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,46.639427,5.0,
42,synthetic_study_easy_06t_single_seed43_0097,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,36.639427,5.0,
42,synthetic_study_easy_06t_single_seed43_0115,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,36.639427,5.0,
42,synthetic_study_easy_06t_single_seed44_0124,6,5,3,True,5,1.0,0,2,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.6,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,33.639427,5.0,
42,synthetic_study_easy_06t_single_seed44_0142,6,7,4,True,5,0.7142857142857143,2,2,2,0,0,0,0,0.5,0.5,0.0,0.6666666666666666,0.5714285714285714,0.0952380952380952,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,46.639427,5.0,
42,synthetic_study_easy_06t_single_seed44_0157,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,36.639427,5.0,
42,synthetic_study_easy_06t_single_seed44_0175,6,5,6,True,5,1.0,0,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,5.0,36.639427,5.0,
42,synthetic_study_easy_07t_double_seed42_0007,7,16,5,False,14,0.875,2,2,3,0,0,0,0,0.4,0.6,0.0,0.7142857142857143,0.3125,0.0446428571428571,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,14.0,117.639427,,
42,synthetic_study_easy_07t_double_seed42_0025,7,16,8,False,14,0.875,2,4,4,0,0,0,0,0.5,0.5,0.0,1.1428571428571428,0.5,0.0714285714285714,8,8,2,1.0,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,14.0,120.639427,,
42,synthetic_study_easy_07t_double_seed42_0043,7,16,8,False,14,0.875,2,4,4,0,0,0,0,0.5,0.5,0.0,1.1428571428571428,0.5,0.0714285714285714,8,8,2,1.0,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,14.0,120.639427,,
42,synthetic_study_easy_07t_double_seed43_0067,7,16,5,False,14,0.875,2,2,3,0,0,0,0,0.4,0.6,0.0,0.7142857142857143,0.3125,0.0446428571428571,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,14.0,117.639427,,
42,synthetic_study_easy_07t_double_seed43_0085,7,16,8,False,14,0.875,2,4,4,0,0,0,0,0.5,0.5,0.0,1.1428571428571428,0.5,0.0714285714285714,8,8,2,1.0,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,14.0,120.639427,,
42,synthetic_study_easy_07t_double_seed43_0103,7,16,8,False,14,0.875,2,3,5,0,0,0,0,0.375,0.625,0.0,1.1428571428571428,0.5,0.0714285714285714,7,8,2,0.875,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,14.0,120.639427,,
42,synthetic_study_easy_07t_double_seed44_0127,7,15,5,False,14,0.9333333333333332,1,2,3,0,0,0,0,0.4,0.6,0.0,0.7142857142857143,0.3333333333333333,0.0476190476190476,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,14.0,110.639427,,
42,synthetic_study_easy_07t_double_seed44_0145,7,16,6,False,14,0.875,2,3,3,0,0,0,0,0.5,0.5,0.0,0.8571428571428571,0.375,0.0535714285714285,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,14.0,118.639427,,
42,synthetic_study_easy_07t_double_seed44_0163,7,16,8,False,14,0.875,2,3,5,0,0,0,0,0.375,0.625,0.0,1.1428571428571428,0.5,0.0714285714285714,7,8,2,0.875,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,14.0,120.639427,,
42,synthetic_study_easy_07t_single_seed42_0058,7,7,7,False,7,1.0,0,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,1.0,0.1428571428571428,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,56.639427,7.0,
42,synthetic_study_easy_07t_single_seed43_0100,7,8,7,False,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.875,0.125,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,63.639427,7.0,
42,synthetic_study_easy_07t_single_seed43_0118,7,7,7,False,7,1.0,0,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,1.0,0.1428571428571428,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,56.639427,7.0,
42,synthetic_study_easy_07t_single_seed44_0160,7,8,7,False,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.875,0.125,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,63.639427,7.0,
42,synthetic_study_easy_07t_single_seed44_0178,7,8,7,False,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.875,0.125,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,63.639427,7.0,
42,synthetic_study_easy_08t_single_seed42_0010,8,8,5,True,7,0.875,1,2,3,0,0,0,0,0.4,0.6,0.0,0.625,0.625,0.078125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,69.639427,8.0,
42,synthetic_study_easy_08t_single_seed42_0013,8,9,6,True,7,0.7777777777777778,2,3,3,0,0,0,0,0.5,0.5,0.0,0.75,0.6666666666666666,0.0833333333333333,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,78.639427,7.0,
42,synthetic_study_easy_08t_single_seed42_0028,8,8,7,True,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,0.875,0.875,0.109375,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,71.639427,8.0,
42,synthetic_study_easy_08t_single_seed43_0070,8,8,5,True,7,0.875,1,2,3,0,0,0,0,0.4,0.6,0.0,0.625,0.625,0.078125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,69.639427,8.0,
42,synthetic_study_easy_08t_single_seed43_0073,8,9,6,True,7,0.7777777777777778,2,3,3,0,0,0,0,0.5,0.5,0.0,0.75,0.6666666666666666,0.0833333333333333,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,78.639427,7.0,
42,synthetic_study_easy_08t_single_seed43_0088,8,8,7,True,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,0.875,0.875,0.109375,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,71.639427,8.0,
42,synthetic_study_easy_08t_single_seed44_0130,8,8,5,True,7,0.875,1,2,3,0,0,0,0,0.4,0.6,0.0,0.625,0.625,0.078125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,69.639427,8.0,
42,synthetic_study_easy_08t_single_seed44_0133,8,9,6,True,7,0.7777777777777778,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.75,0.6666666666666666,0.0833333333333333,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,78.639427,7.0,
42,synthetic_study_easy_08t_single_seed44_0148,8,8,7,True,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,0.875,0.875,0.109375,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,7.0,71.639427,8.0,
42,synthetic_study_hard_12t_double_seed43_0093,12,24,12,True,22,0.9166666666666666,2,9,3,0,0,0,0,0.75,0.25,0.0,1.0,0.5,0.0416666666666666,7,7,2,0.5833333333333334,0.5833333333333334,0.1666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,22.0,300.639427,,
42,synthetic_study_hard_12t_double_seed44_0153,12,24,12,True,22,0.9166666666666666,2,10,2,0,0,0,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.5,0.0416666666666666,7,7,2,0.5833333333333334,0.5833333333333334,0.1666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,22.0,300.639427,,
42,synthetic_study_hard_12t_single_seed42_0003,12,13,11,True,11,0.8461538461538461,2,7,4,0,0,0,0,0.6363636363636364,0.3636363636363636,0.0,0.9166666666666666,0.8461538461538461,0.0705128205128205,8,8,2,0.7272727272727273,0.7272727272727273,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,11.0,167.639427,13.0,
42,synthetic_study_hard_12t_single_seed42_0030,12,16,10,True,11,0.6875,5,8,2,0,0,0,0,0.8,0.2,0.0,0.8333333333333334,0.625,0.0520833333333333,7,7,2,0.7,0.7,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,11.0,202.639427,16.0,
42,synthetic_study_hard_12t_single_seed43_0063,12,13,11,True,11,0.8461538461538461,2,8,3,0,0,0,0,0.7272727272727273,0.2727272727272727,0.0,0.9166666666666666,0.8461538461538461,0.0705128205128205,7,7,2,0.6363636363636364,0.6363636363636364,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,11.0,167.639427,13.0,
42,synthetic_study_hard_12t_single_seed43_0090,12,16,10,True,11,0.6875,5,6,4,0,0,0,0,0.6,0.4,0.0,0.8333333333333334,0.625,0.0520833333333333,8,8,2,0.8,0.8,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,11.0,202.639427,16.0,
42,synthetic_study_hard_12t_single_seed44_0123,12,13,11,True,11,0.8461538461538461,2,8,3,0,0,0,0,0.7272727272727273,0.2727272727272727,0.0,0.9166666666666666,0.8461538461538461,0.0705128205128205,7,7,2,0.6363636363636364,0.6363636363636364,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,11.0,167.639427,13.0,
42,synthetic_study_hard_12t_single_seed44_0150,12,16,10,True,11,0.6875,5,6,4,0,0,0,0,0.6,0.4,0.0,0.8333333333333334,0.625,0.0520833333333333,8,8,2,0.8,0.8,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,11.0,202.639427,16.0,
42,synthetic_study_hard_13t_double_seed42_0006,13,29,13,False,26,0.896551724137931,3,8,5,0,0,0,0,0.6153846153846154,0.3846153846153846,0.0,1.0,0.4482758620689655,0.0344827586206896,8,9,2,0.6153846153846154,0.6923076923076923,0.1538461538461538,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,390.639427,,
42,synthetic_study_hard_13t_double_seed42_0009,13,30,14,False,26,0.8666666666666667,4,11,3,0,0,0,0,0.7857142857142857,0.2142857142857142,0.0,1.0769230769230769,0.4666666666666667,0.0358974358974358,7,7,2,0.5,0.5,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,404.639427,,
42,synthetic_study_hard_13t_double_seed42_0060,13,32,11,False,26,0.8125,6,6,5,0,0,0,0,0.5454545454545454,0.4545454545454545,0.0,0.8461538461538461,0.34375,0.0264423076923076,8,9,2,0.7272727272727273,0.8181818181818182,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,427.639427,,
42,synthetic_study_hard_13t_double_seed43_0066,13,29,13,False,26,0.896551724137931,3,8,5,0,0,0,0,0.6153846153846154,0.3846153846153846,0.0,1.0,0.4482758620689655,0.0344827586206896,8,9,2,0.6153846153846154,0.6923076923076923,0.1538461538461538,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,390.639427,,
42,synthetic_study_hard_13t_double_seed43_0069,13,30,14,False,26,0.8666666666666667,4,8,6,0,0,0,0,0.5714285714285714,0.4285714285714285,0.0,1.0769230769230769,0.4666666666666667,0.0358974358974358,8,10,2,0.5714285714285714,0.7142857142857143,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,404.639427,,
42,synthetic_study_hard_13t_double_seed43_0120,13,32,11,False,26,0.8125,6,7,4,0,0,0,0,0.6363636363636364,0.3636363636363636,0.0,0.8461538461538461,0.34375,0.0264423076923076,8,8,2,0.7272727272727273,0.7272727272727273,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,427.639427,,
42,synthetic_study_hard_13t_double_seed44_0126,13,29,13,False,26,0.896551724137931,3,9,4,0,0,0,0,0.6923076923076923,0.3076923076923077,0.0,1.0,0.4482758620689655,0.0344827586206896,8,8,2,0.6153846153846154,0.6153846153846154,0.1538461538461538,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,390.639427,,
42,synthetic_study_hard_13t_single_seed42_0057,13,19,10,False,13,0.6842105263157895,6,6,4,0,0,0,0,0.6,0.4,0.0,0.7692307692307693,0.5263157894736842,0.0404858299595141,8,8,2,0.8,0.8,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,13.0,257.639427,18.0,
42,synthetic_study_hard_13t_single_seed43_0117,13,19,10,False,13,0.6842105263157895,6,7,3,0,0,0,0,0.7,0.3,0.0,0.7692307692307693,0.5263157894736842,0.0404858299595141,7,7,2,0.7,0.7,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,13.0,257.639427,18.0,
42,synthetic_study_hard_13t_single_seed44_0177,13,19,10,False,13,0.6842105263157895,6,7,3,0,0,0,0,0.7,0.3,0.0,0.7692307692307693,0.5263157894736842,0.0404858299595141,7,7,2,0.7,0.7,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,13.0,257.639427,18.0,
42,synthetic_study_hard_14t_double_seed42_0033,14,28,13,True,26,0.9285714285714286,2,9,4,0,0,0,0,0.6923076923076923,0.3076923076923077,0.0,0.9285714285714286,0.4642857142857143,0.0331632653061224,8,8,2,0.6153846153846154,0.6153846153846154,0.1538461538461538,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,405.639427,,
42,synthetic_study_hard_14t_double_seed44_0129,14,30,15,True,26,0.8666666666666667,4,9,6,0,0,0,0,0.6,0.4,0.0,1.0714285714285714,0.5,0.0357142857142857,8,10,2,0.5333333333333333,0.6666666666666666,0.1333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,435.639427,,
42,synthetic_study_hard_14t_double_seed44_0180,14,32,12,True,26,0.8125,6,8,4,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.8571428571428571,0.375,0.0267857142857142,8,8,2,0.6666666666666666,0.6666666666666666,0.1666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,26.0,460.639427,,
42,synthetic_study_hard_14t_single_seed42_0012,14,18,15,True,13,0.7222222222222222,5,11,4,0,0,0,0,0.7333333333333333,0.2666666666666666,0.0,1.0714285714285714,0.8333333333333334,0.0595238095238095,8,8,2,0.5333333333333333,0.5333333333333333,0.1333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,13.0,267.639427,18.0,
42,synthetic_study_hard_14t_single_seed43_0072,14,18,15,True,13,0.7222222222222222,5,11,4,0,0,0,0,0.7333333333333333,0.2666666666666666,0.0,1.0714285714285714,0.8333333333333334,0.0595238095238095,8,8,2,0.5333333333333333,0.5333333333333333,0.1333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,13.0,267.639427,18.0,
42,synthetic_study_hard_14t_single_seed44_0132,14,18,15,True,13,0.7222222222222222,5,12,3,0,0,0,0,0.8,0.2,0.0,1.0714285714285714,0.8333333333333334,0.0595238095238095,7,7,2,0.4666666666666667,0.4666666666666667,0.1333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_round_robin,13.0,267.639427,18.0,
