instance_name,num_teams,num_slots,num_constraints,teams_is_even,estimated_minimum_slots,slot_pressure,slot_surplus,num_hard_constraints,num_soft_constraints,num_unclassified_constraints,num_constraints_missing_category,num_constraints_missing_tag,num_constraints_missing_type,ratio_hard_to_all,ratio_soft_to_all,ratio_unclassified_to_all,constraints_per_team,constraints_per_slot,constraints_per_team_slot,number_of_constraint_categories,number_of_constraint_tags,number_of_constraint_types,ratio_constraint_categories_to_constraints,ratio_constraint_tags_to_constraints,ratio_constraint_types_to_constraints,objective_present,objective_name,objective_sense,objective_is_minimization,objective_is_maximization
synthetic_study_easy_06t_single_seed43_0064,6,5,3,True,5,1.0,0,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.6,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_06t_single_seed43_0082,6,7,4,True,5,0.7142857142857143,2,1,3,0,0,0,0,0.25,0.75,0.0,0.6666666666666666,0.5714285714285714,0.09523809523809523,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_06t_single_seed43_0097,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_06t_single_seed43_0115,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_06t_single_seed44_0124,6,5,3,True,5,1.0,0,2,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.6,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_06t_single_seed44_0142,6,7,4,True,5,0.7142857142857143,2,2,2,0,0,0,0,0.5,0.5,0.0,0.6666666666666666,0.5714285714285714,0.09523809523809523,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_06t_single_seed44_0157,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_06t_single_seed44_0175,6,5,6,True,5,1.0,0,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_double_seed42_0007,7,16,5,False,14,0.875,2,2,3,0,0,0,0,0.4,0.6,0.0,0.7142857142857143,0.3125,0.044642857142857144,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_double_seed42_0025,7,16,8,False,14,0.875,2,4,4,0,0,0,0,0.5,0.5,0.0,1.1428571428571428,0.5,0.07142857142857142,8,8,2,1.0,1.0,0.25,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_double_seed42_0043,7,16,8,False,14,0.875,2,4,4,0,0,0,0,0.5,0.5,0.0,1.1428571428571428,0.5,0.07142857142857142,8,8,2,1.0,1.0,0.25,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_double_seed43_0067,7,16,5,False,14,0.875,2,2,3,0,0,0,0,0.4,0.6,0.0,0.7142857142857143,0.3125,0.044642857142857144,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_double_seed43_0085,7,16,8,False,14,0.875,2,4,4,0,0,0,0,0.5,0.5,0.0,1.1428571428571428,0.5,0.07142857142857142,8,8,2,1.0,1.0,0.25,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_double_seed43_0103,7,16,8,False,14,0.875,2,3,5,0,0,0,0,0.375,0.625,0.0,1.1428571428571428,0.5,0.07142857142857142,7,8,2,0.875,1.0,0.25,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_double_seed44_0127,7,15,5,False,14,0.9333333333333333,1,2,3,0,0,0,0,0.4,0.6,0.0,0.7142857142857143,0.3333333333333333,0.047619047619047616,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_double_seed44_0145,7,16,6,False,14,0.875,2,3,3,0,0,0,0,0.5,0.5,0.0,0.8571428571428571,0.375,0.05357142857142857,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_double_seed44_0163,7,16,8,False,14,0.875,2,3,5,0,0,0,0,0.375,0.625,0.0,1.1428571428571428,0.5,0.07142857142857142,7,8,2,0.875,1.0,0.25,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_single_seed42_0058,7,7,7,False,7,1.0,0,3,4,0,0,0,0,0.42857142857142855,0.5714285714285714,0.0,1.0,1.0,0.14285714285714285,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_single_seed43_0100,7,8,7,False,7,0.875,1,3,4,0,0,0,0,0.42857142857142855,0.5714285714285714,0.0,1.0,0.875,0.125,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_single_seed43_0118,7,7,7,False,7,1.0,0,3,4,0,0,0,0,0.42857142857142855,0.5714285714285714,0.0,1.0,1.0,0.14285714285714285,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_single_seed44_0160,7,8,7,False,7,0.875,1,3,4,0,0,0,0,0.42857142857142855,0.5714285714285714,0.0,1.0,0.875,0.125,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_07t_single_seed44_0178,7,8,7,False,7,0.875,1,3,4,0,0,0,0,0.42857142857142855,0.5714285714285714,0.0,1.0,0.875,0.125,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_08t_single_seed42_0010,8,8,5,True,7,0.875,1,2,3,0,0,0,0,0.4,0.6,0.0,0.625,0.625,0.078125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_08t_single_seed42_0013,8,9,6,True,7,0.7777777777777778,2,3,3,0,0,0,0,0.5,0.5,0.0,0.75,0.6666666666666666,0.08333333333333333,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_08t_single_seed42_0028,8,8,7,True,7,0.875,1,3,4,0,0,0,0,0.42857142857142855,0.5714285714285714,0.0,0.875,0.875,0.109375,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_08t_single_seed43_0070,8,8,5,True,7,0.875,1,2,3,0,0,0,0,0.4,0.6,0.0,0.625,0.625,0.078125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_08t_single_seed43_0073,8,9,6,True,7,0.7777777777777778,2,3,3,0,0,0,0,0.5,0.5,0.0,0.75,0.6666666666666666,0.08333333333333333,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_08t_single_seed43_0088,8,8,7,True,7,0.875,1,3,4,0,0,0,0,0.42857142857142855,0.5714285714285714,0.0,0.875,0.875,0.109375,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_08t_single_seed44_0130,8,8,5,True,7,0.875,1,2,3,0,0,0,0,0.4,0.6,0.0,0.625,0.625,0.078125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_08t_single_seed44_0133,8,9,6,True,7,0.7777777777777778,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.75,0.6666666666666666,0.08333333333333333,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_easy_08t_single_seed44_0148,8,8,7,True,7,0.875,1,3,4,0,0,0,0,0.42857142857142855,0.5714285714285714,0.0,0.875,0.875,0.109375,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_12t_double_seed43_0093,12,24,12,True,22,0.9166666666666666,2,9,3,0,0,0,0,0.75,0.25,0.0,1.0,0.5,0.041666666666666664,7,7,2,0.5833333333333334,0.5833333333333334,0.16666666666666666,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_12t_double_seed44_0153,12,24,12,True,22,0.9166666666666666,2,10,2,0,0,0,0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.5,0.041666666666666664,7,7,2,0.5833333333333334,0.5833333333333334,0.16666666666666666,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_12t_single_seed42_0003,12,13,11,True,11,0.8461538461538461,2,7,4,0,0,0,0,0.6363636363636364,0.36363636363636365,0.0,0.9166666666666666,0.8461538461538461,0.07051282051282051,8,8,2,0.7272727272727273,0.7272727272727273,0.18181818181818182,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_12t_single_seed42_0030,12,16,10,True,11,0.6875,5,8,2,0,0,0,0,0.8,0.2,0.0,0.8333333333333334,0.625,0.052083333333333336,7,7,2,0.7,0.7,0.2,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_12t_single_seed43_0063,12,13,11,True,11,0.8461538461538461,2,8,3,0,0,0,0,0.7272727272727273,0.2727272727272727,0.0,0.9166666666666666,0.8461538461538461,0.07051282051282051,7,7,2,0.6363636363636364,0.6363636363636364,0.18181818181818182,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_12t_single_seed43_0090,12,16,10,True,11,0.6875,5,6,4,0,0,0,0,0.6,0.4,0.0,0.8333333333333334,0.625,0.052083333333333336,8,8,2,0.8,0.8,0.2,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_12t_single_seed44_0123,12,13,11,True,11,0.8461538461538461,2,8,3,0,0,0,0,0.7272727272727273,0.2727272727272727,0.0,0.9166666666666666,0.8461538461538461,0.07051282051282051,7,7,2,0.6363636363636364,0.6363636363636364,0.18181818181818182,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_12t_single_seed44_0150,12,16,10,True,11,0.6875,5,6,4,0,0,0,0,0.6,0.4,0.0,0.8333333333333334,0.625,0.052083333333333336,8,8,2,0.8,0.8,0.2,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_double_seed42_0006,13,29,13,False,26,0.896551724137931,3,8,5,0,0,0,0,0.6153846153846154,0.38461538461538464,0.0,1.0,0.4482758620689655,0.034482758620689655,8,9,2,0.6153846153846154,0.6923076923076923,0.15384615384615385,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_double_seed42_0009,13,30,14,False,26,0.8666666666666667,4,11,3,0,0,0,0,0.7857142857142857,0.21428571428571427,0.0,1.0769230769230769,0.4666666666666667,0.035897435897435895,7,7,2,0.5,0.5,0.14285714285714285,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_double_seed42_0060,13,32,11,False,26,0.8125,6,6,5,0,0,0,0,0.5454545454545454,0.45454545454545453,0.0,0.8461538461538461,0.34375,0.026442307692307692,8,9,2,0.7272727272727273,0.8181818181818182,0.18181818181818182,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_double_seed43_0066,13,29,13,False,26,0.896551724137931,3,8,5,0,0,0,0,0.6153846153846154,0.38461538461538464,0.0,1.0,0.4482758620689655,0.034482758620689655,8,9,2,0.6153846153846154,0.6923076923076923,0.15384615384615385,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_double_seed43_0069,13,30,14,False,26,0.8666666666666667,4,8,6,0,0,0,0,0.5714285714285714,0.42857142857142855,0.0,1.0769230769230769,0.4666666666666667,0.035897435897435895,8,10,2,0.5714285714285714,0.7142857142857143,0.14285714285714285,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_double_seed43_0120,13,32,11,False,26,0.8125,6,7,4,0,0,0,0,0.6363636363636364,0.36363636363636365,0.0,0.8461538461538461,0.34375,0.026442307692307692,8,8,2,0.7272727272727273,0.7272727272727273,0.18181818181818182,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_double_seed44_0126,13,29,13,False,26,0.896551724137931,3,9,4,0,0,0,0,0.6923076923076923,0.3076923076923077,0.0,1.0,0.4482758620689655,0.034482758620689655,8,8,2,0.6153846153846154,0.6153846153846154,0.15384615384615385,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_single_seed42_0057,13,19,10,False,13,0.6842105263157895,6,6,4,0,0,0,0,0.6,0.4,0.0,0.7692307692307693,0.5263157894736842,0.04048582995951417,8,8,2,0.8,0.8,0.2,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_single_seed43_0117,13,19,10,False,13,0.6842105263157895,6,7,3,0,0,0,0,0.7,0.3,0.0,0.7692307692307693,0.5263157894736842,0.04048582995951417,7,7,2,0.7,0.7,0.2,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_13t_single_seed44_0177,13,19,10,False,13,0.6842105263157895,6,7,3,0,0,0,0,0.7,0.3,0.0,0.7692307692307693,0.5263157894736842,0.04048582995951417,7,7,2,0.7,0.7,0.2,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_14t_double_seed42_0033,14,28,13,True,26,0.9285714285714286,2,9,4,0,0,0,0,0.6923076923076923,0.3076923076923077,0.0,0.9285714285714286,0.4642857142857143,0.03316326530612245,8,8,2,0.6153846153846154,0.6153846153846154,0.15384615384615385,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_14t_double_seed44_0129,14,30,15,True,26,0.8666666666666667,4,9,6,0,0,0,0,0.6,0.4,0.0,1.0714285714285714,0.5,0.03571428571428571,8,10,2,0.5333333333333333,0.6666666666666666,0.13333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_14t_double_seed44_0180,14,32,12,True,26,0.8125,6,8,4,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.8571428571428571,0.375,0.026785714285714284,8,8,2,0.6666666666666666,0.6666666666666666,0.16666666666666666,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_14t_single_seed42_0012,14,18,15,True,13,0.7222222222222222,5,11,4,0,0,0,0,0.7333333333333333,0.26666666666666666,0.0,1.0714285714285714,0.8333333333333334,0.05952380952380952,8,8,2,0.5333333333333333,0.5333333333333333,0.13333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_14t_single_seed43_0072,14,18,15,True,13,0.7222222222222222,5,11,4,0,0,0,0,0.7333333333333333,0.26666666666666666,0.0,1.0714285714285714,0.8333333333333334,0.05952380952380952,8,8,2,0.5333333333333333,0.5333333333333333,0.13333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_14t_single_seed44_0132,14,18,15,True,13,0.7222222222222222,5,12,3,0,0,0,0,0.8,0.2,0.0,1.0714285714285714,0.8333333333333334,0.05952380952380952,7,7,2,0.4666666666666667,0.4666666666666667,0.13333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_15t_double_seed42_0015,15,36,17,False,30,0.8333333333333334,6,11,6,0,0,0,0,0.6470588235294118,0.35294117647058826,0.0,1.1333333333333333,0.4722222222222222,0.03148148148148148,8,10,2,0.47058823529411764,0.5882352941176471,0.11764705882352941,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_15t_double_seed42_0036,15,32,14,False,30,0.9375,2,9,5,0,0,0,0,0.6428571428571429,0.35714285714285715,0.0,0.9333333333333333,0.4375,0.029166666666666667,8,9,2,0.5714285714285714,0.6428571428571429,0.14285714285714285,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_15t_double_seed43_0075,15,36,17,False,30,0.8333333333333334,6,11,6,0,0,0,0,0.6470588235294118,0.35294117647058826,0.0,1.1333333333333333,0.4722222222222222,0.03148148148148148,8,10,2,0.47058823529411764,0.5882352941176471,0.11764705882352941,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_15t_double_seed43_0096,15,32,14,False,30,0.9375,2,9,5,0,0,0,0,0.6428571428571429,0.35714285714285715,0.0,0.9333333333333333,0.4375,0.029166666666666667,8,9,2,0.5714285714285714,0.6428571428571429,0.14285714285714285,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_15t_double_seed44_0135,15,36,17,False,30,0.8333333333333334,6,12,5,0,0,0,0,0.7058823529411765,0.29411764705882354,0.0,1.1333333333333333,0.4722222222222222,0.03148148148148148,8,9,2,0.47058823529411764,0.5294117647058824,0.11764705882352941,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_15t_double_seed44_0156,15,32,14,False,30,0.9375,2,10,4,0,0,0,0,0.7142857142857143,0.2857142857142857,0.0,0.9333333333333333,0.4375,0.029166666666666667,8,8,2,0.5714285714285714,0.5714285714285714,0.14285714285714285,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_16t_double_seed42_0018,16,32,17,True,30,0.9375,2,9,8,0,0,0,0,0.5294117647058824,0.47058823529411764,0.0,1.0625,0.53125,0.033203125,8,10,2,0.47058823529411764,0.5882352941176471,0.11764705882352941,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_16t_double_seed43_0078,16,32,17,True,30,0.9375,2,10,7,0,0,0,0,0.5882352941176471,0.4117647058823529,0.0,1.0625,0.53125,0.033203125,8,10,2,0.47058823529411764,0.5882352941176471,0.11764705882352941,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_16t_double_seed44_0138,16,32,18,True,30,0.9375,2,11,7,0,0,0,0,0.6111111111111112,0.3888888888888889,0.0,1.125,0.5625,0.03515625,8,10,2,0.4444444444444444,0.5555555555555556,0.1111111111111111,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_16t_single_seed42_0039,16,18,14,True,15,0.8333333333333334,3,8,6,0,0,0,0,0.5714285714285714,0.42857142857142855,0.0,0.875,0.7777777777777778,0.04861111111111111,8,10,2,0.5714285714285714,0.7142857142857143,0.14285714285714285,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_16t_single_seed43_0099,16,18,14,True,15,0.8333333333333334,3,8,6,0,0,0,0,0.5714285714285714,0.42857142857142855,0.0,0.875,0.7777777777777778,0.04861111111111111,8,10,2,0.5714285714285714,0.7142857142857143,0.14285714285714285,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_16t_single_seed44_0159,16,18,14,True,15,0.8333333333333334,3,9,5,0,0,0,0,0.6428571428571429,0.35714285714285715,0.0,0.875,0.7777777777777778,0.04861111111111111,8,9,2,0.5714285714285714,0.6428571428571429,0.14285714285714285,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_17t_double_seed42_0042,17,38,15,False,34,0.8947368421052632,4,11,4,0,0,0,0,0.7333333333333333,0.26666666666666666,0.0,0.8823529411764706,0.39473684210526316,0.02321981424148607,8,8,2,0.5333333333333333,0.5333333333333333,0.13333333333333333,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_17t_double_seed43_0102,17,38,16,False,34,0.8947368421052632,4,13,3,0,0,0,0,0.8125,0.1875,0.0,0.9411764705882353,0.42105263157894735,0.02476780185758514,7,7,2,0.4375,0.4375,0.125,True,weighted_soft_penalty,minimize,True,False
synthetic_study_hard_17t_double_seed44_0162,17,38,16,False,34,0.8947368421052632,4,9,7,0,0,0,0,0.5625,0.4375,0.0,0.9411764705882353,0.42105263157894735,0.02476780185758514,8,10,2,0.5,0.625,0.125,True,weighted_soft_penalty,minimize,True,False
